IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
34.232.90.117,80,443,false,IAD,North America,US,Ashburn,244,4.90
52.11.38.216,443,443,true,PDX,North America,US,Portland,317,4.89
18.143.171.216,443,443,true,SIN,Asia Pacific,SG,Singapore,166,4.87
52.40.102.162,443,443,true,PDX,North America,US,Portland,276,4.83
67.226.222.213,80,443,true,CMH,North America,US,Columbus,541,4.82
18.175.242.189,443,443,true,LHR,Europe,GB,London,249,4.82
3.128.156.248,443,443,true,YYZ,North America,CA,Toronto,354,4.81
18.133.193.126,443,443,true,LHR,Europe,GB,London,401,4.79
3.15.225.242,443,443,true,YYZ,North America,CA,Toronto,359,4.79
13.251.45.67,443,443,true,SIN,Asia Pacific,SG,Singapore,363,4.79
3.15.236.188,443,443,true,YYZ,North America,CA,Toronto,281,4.77
3.17.156.243,443,443,true,YYZ,North America,CA,Toronto,267,4.75
204.110.223.178,443,443,true,CMH,North America,US,Columbus,237,4.72
3.128.253.42,2053,443,true,ORD,North America,US,Chicago,240,4.71
35.179.156.226,443,443,true,LHR,Europe,GB,London,401,4.70
3.28.240.153,8443,443,true,MXP,Europe,IT,Milan,283,4.69
47.129.186.182,443,443,true,SIN,Asia Pacific,SG,Singapore,348,4.69
13.212.178.154,443,443,true,SIN,Asia Pacific,SG,Singapore,254,4.68
3.136.20.191,443,443,true,YYZ,North America,CA,Toronto,390,4.66
18.118.47.227,443,443,true,YYZ,North America,CA,Toronto,309,4.65
3.134.252.100,443,443,true,YYZ,North America,CA,Toronto,238,4.65
3.149.244.197,443,443,true,YYZ,North America,CA,Toronto,326,4.65
18.221.136.215,443,443,true,YYZ,North America,CA,Toronto,347,4.64
3.128.156.248,443,443,true,YYZ,North America,CA,Toronto,378,4.64
3.133.13.106,443,443,true,YYZ,North America,CA,Toronto,267,4.63
3.15.5.71,443,443,true,YYZ,North America,CA,Toronto,321,4.62
35.178.192.133,443,443,true,LHR,Europe,GB,London,332,4.59
204.110.223.93,80,443,true,ORD,North America,US,Chicago,247,4.59
204.110.221.110,80,443,true,YUL,North America,CA,Montréal,253,4.59
3.135.62.37,443,443,true,YYZ,North America,CA,Toronto,298,4.58
3.15.5.71,443,443,true,YYZ,North America,CA,Toronto,254,4.57
3.122.41.142,443,443,true,FRA,Europe,DE,Frankfurt,226,4.57
3.141.14.114,443,443,true,YYZ,North America,CA,Toronto,239,4.57
52.14.194.66,443,443,true,YYZ,North America,CA,Toronto,236,4.57
3.16.135.101,443,443,true,YYZ,North America,CA,Toronto,261,4.55
35.94.151.102,443,443,true,PDX,North America,US,Portland,276,4.55
18.219.92.34,443,443,true,YYZ,North America,CA,Toronto,363,4.54
204.110.221.29,80,443,true,YUL,North America,CA,Montréal,259,4.53
204.110.221.17,80,443,true,YUL,North America,CA,Montréal,265,4.51
44.220.253.150,443,443,true,IAD,North America,US,Ashburn,350,4.51
67.226.222.139,80,443,true,CMH,North America,US,Columbus,437,4.50
18.118.154.197,8443,443,true,YYZ,North America,CA,Toronto,229,4.48
3.144.183.80,443,443,true,YYZ,North America,CA,Toronto,366,4.48
3.23.113.68,443,443,true,YYZ,North America,CA,Toronto,310,4.48
3.144.214.77,443,443,true,YYZ,North America,CA,Toronto,227,4.48
3.15.227.124,443,443,true,YYZ,North America,CA,Toronto,236,4.48
18.224.173.185,443,443,true,YYZ,North America,CA,Toronto,329,4.47
13.212.140.196,443,443,true,SIN,Asia Pacific,SG,Singapore,243,4.47
3.22.51.119,443,443,true,YYZ,North America,CA,Toronto,315,4.46
3.22.241.99,443,443,true,ORD,North America,US,Chicago,299,4.46
3.133.136.128,443,443,true,YYZ,North America,CA,Toronto,302,4.45
3.145.32.60,443,443,true,YYZ,North America,CA,Toronto,253,4.44
204.110.221.236,80,443,true,YUL,North America,CA,Montréal,263,4.44
3.133.92.159,443,443,true,YYZ,North America,CA,Toronto,380,4.43
35.86.147.7,443,443,true,PDX,North America,US,Portland,295,4.43
204.110.223.145,443,443,true,ORD,North America,US,Chicago,241,4.43
204.110.223.138,80,443,true,ORD,North America,US,Chicago,322,4.42
52.14.116.5,443,443,true,YYZ,North America,CA,Toronto,298,4.40
3.144.183.80,443,443,true,YYZ,North America,CA,Toronto,399,4.40
18.117.122.177,443,443,true,YYZ,North America,CA,Toronto,386,4.37
52.14.151.164,443,443,true,YYZ,North America,CA,Toronto,390,4.36
40.172.138.81,443,443,true,MRS,Europe,FR,Marseille,324,4.36
3.139.79.30,443,443,true,YYZ,North America,CA,Toronto,316,4.36
13.229.146.192,443,443,true,SIN,Asia Pacific,SG,Singapore,315,4.34
18.140.197.29,443,443,true,SIN,Asia Pacific,SG,Singapore,253,4.34
3.15.33.221,443,443,true,YYZ,North America,CA,Toronto,237,4.34
3.17.16.19,443,443,true,YYZ,North America,CA,Toronto,365,4.33
3.19.67.220,443,443,true,YYZ,North America,CA,Toronto,222,4.33
3.140.211.75,443,443,true,YYZ,North America,CA,Toronto,271,4.32
3.16.28.64,443,443,true,YYZ,North America,CA,Toronto,235,4.32
18.216.204.44,443,443,true,YYZ,North America,CA,Toronto,343,4.32
18.134.8.90,443,443,true,LHR,Europe,GB,London,336,4.32
35.178.235.225,443,443,true,LHR,Europe,GB,London,398,4.31
3.21.93.249,443,443,true,YYZ,North America,CA,Toronto,245,4.30
3.141.35.216,8443,443,true,YYZ,North America,CA,Toronto,249,4.30
3.143.244.172,8443,443,true,ORD,North America,US,Chicago,288,4.28
3.139.83.4,443,443,true,YYZ,North America,CA,Toronto,444,4.28
18.222.209.28,443,443,true,YYZ,North America,CA,Toronto,232,4.28
3.128.170.109,443,443,true,YYZ,North America,CA,Toronto,269,4.27
3.133.128.128,8443,443,true,ORD,North America,US,Chicago,286,4.25
3.145.38.230,443,443,true,YYZ,North America,CA,Toronto,226,4.23
35.95.20.255,443,443,true,PDX,North America,US,Portland,343,4.23
3.149.244.197,443,443,true,YYZ,North America,CA,Toronto,271,4.23
40.172.138.81,443,443,true,MXP,Europe,IT,Milan,324,4.22
18.221.177.96,443,443,true,YYZ,North America,CA,Toronto,343,4.21
3.145.75.190,443,443,true,YYZ,North America,CA,Toronto,285,4.20
35.179.165.223,443,443,true,LHR,Europe,GB,London,353,4.20
3.136.87.166,443,443,true,YYZ,North America,CA,Toronto,429,4.18
3.14.65.161,443,443,true,YYZ,North America,CA,Toronto,312,4.18
204.110.221.151,80,443,true,YUL,North America,CA,Montréal,261,4.17
3.16.28.64,443,443,true,YYZ,North America,CA,Toronto,239,4.14
18.222.155.178,443,443,true,YYZ,North America,CA,Toronto,320,4.13
3.139.107.127,443,443,true,YYZ,North America,CA,Toronto,242,4.13
35.178.182.102,443,443,true,LHR,Europe,GB,London,461,4.12
3.133.105.253,443,443,true,YYZ,North America,CA,Toronto,254,4.12
3.142.195.147,443,443,true,YYZ,North America,CA,Toronto,371,4.11
3.29.102.89,443,443,true,MRS,Europe,FR,Marseille,302,4.11
18.118.1.188,443,443,true,YYZ,North America,CA,Toronto,387,4.09
18.134.159.136,443,443,true,LHR,Europe,GB,London,276,4.07
18.220.198.116,443,443,true,YYZ,North America,CA,Toronto,285,4.07
3.149.234.141,443,443,true,YYZ,North America,CA,Toronto,242,4.06
3.144.205.134,443,443,true,YYZ,North America,CA,Toronto,263,4.06
3.16.36.54,443,443,true,YYZ,North America,CA,Toronto,294,4.05
3.23.88.196,443,443,true,YYZ,North America,CA,Toronto,396,4.04
3.21.37.189,443,443,true,YYZ,North America,CA,Toronto,240,4.04
3.145.89.211,443,443,true,YYZ,North America,CA,Toronto,370,4.02
3.9.147.129,443,443,true,LHR,Europe,GB,London,242,3.97
3.128.91.162,443,443,true,YYZ,North America,CA,Toronto,385,3.97
3.20.225.36,443,443,true,YYZ,North America,CA,Toronto,233,3.95
3.12.111.42,443,443,true,YYZ,North America,CA,Toronto,280,3.93
54.185.60.241,443,443,true,SEA,North America,US,Seattle,233,3.93
3.23.97.142,443,443,true,YYZ,North America,CA,Toronto,395,3.93
13.212.72.146,443,443,true,SIN,Asia Pacific,SG,Singapore,335,3.93
47.129.201.114,443,443,true,SIN,Asia Pacific,SG,Singapore,350,3.92
18.117.130.19,443,443,true,YYZ,North America,CA,Toronto,228,3.92
3.13.196.41,443,443,true,ORD,North America,US,Chicago,314,3.92
18.219.180.99,443,443,true,YYZ,North America,CA,Toronto,256,3.90
3.140.211.75,443,443,true,YYZ,North America,CA,Toronto,262,3.88
35.87.0.10,443,443,true,PDX,North America,US,Portland,215,3.88
3.141.18.161,443,443,true,YYZ,North America,CA,Toronto,362,3.86
18.226.163.56,8443,443,true,ORD,North America,US,Chicago,248,3.85
3.128.206.213,8443,443,true,YYZ,North America,CA,Toronto,348,3.84
3.71.96.242,443,443,true,FRA,Europe,DE,Frankfurt,238,3.82
35.179.160.79,443,443,true,LHR,Europe,GB,London,420,3.82
204.110.223.48,80,443,true,ORD,North America,US,Chicago,319,3.80
3.136.112.198,443,443,true,YYZ,North America,CA,Toronto,327,3.79
3.131.95.103,443,443,true,YYZ,North America,CA,Toronto,289,3.78
35.178.188.184,443,443,true,LHR,Europe,GB,London,376,3.78
3.140.208.245,443,443,true,YYZ,North America,CA,Toronto,359,3.77
52.14.194.66,443,443,true,YYZ,North America,CA,Toronto,381,3.77
47.129.133.109,443,443,true,SIN,Asia Pacific,SG,Singapore,334,3.76
18.221.149.130,443,443,true,YYZ,North America,CA,Toronto,322,3.76
204.110.223.190,443,443,true,ORD,North America,US,Chicago,312,3.75
18.117.129.227,443,443,true,YYZ,North America,CA,Toronto,237,3.74
3.145.89.211,443,443,true,YYZ,North America,CA,Toronto,369,3.73
67.226.222.150,80,443,true,CMH,North America,US,Columbus,479,3.72
18.218.54.201,443,443,true,YYZ,North America,CA,Toronto,346,3.70
35.179.165.5,443,443,true,LHR,Europe,GB,London,266,3.69
18.226.93.44,8443,443,true,YYZ,North America,CA,Toronto,237,3.68
204.110.223.100,80,443,true,CMH,North America,US,Columbus,238,3.68
18.119.164.79,443,443,true,YYZ,North America,CA,Toronto,307,3.67
67.226.222.221,80,443,true,ORD,North America,US,Chicago,468,3.67
3.12.71.127,443,443,true,YYZ,North America,CA,Toronto,354,3.67
18.116.33.37,443,443,true,YYZ,North America,CA,Toronto,325,3.67
204.110.223.221,80,443,true,ORD,North America,US,Chicago,318,3.66
204.110.223.245,443,443,true,CMH,North America,US,Columbus,239,3.66
3.21.19.100,443,443,true,YYZ,North America,CA,Toronto,230,3.66
204.110.223.136,443,443,true,CMH,North America,US,Columbus,246,3.65
204.110.223.105,80,443,true,ORD,North America,US,Chicago,254,3.64
54.188.53.181,443,443,true,SEA,North America,US,Seattle,346,3.63
204.110.223.157,80,443,true,ORD,North America,US,Chicago,246,3.62
204.110.223.218,80,443,true,ORD,North America,US,Chicago,240,3.62
67.226.222.196,80,443,true,CMH,North America,US,Columbus,551,3.60
204.110.223.40,80,443,true,CMH,North America,US,Columbus,324,3.60
204.110.223.45,80,443,true,CMH,North America,US,Columbus,316,3.58
44.243.93.42,443,443,true,PDX,North America,US,Portland,247,3.55
67.226.222.79,80,443,true,ORD,North America,US,Chicago,449,3.55
204.110.223.83,80,443,true,CMH,North America,US,Columbus,251,3.50
67.226.222.146,80,443,true,CMH,North America,US,Columbus,455,3.48
54.254.221.209,443,443,true,SIN,Asia Pacific,SG,Singapore,217,3.48
3.135.217.81,443,443,true,YYZ,North America,CA,Toronto,339,3.45
3.133.92.159,443,443,true,YYZ,North America,CA,Toronto,254,3.45
18.143.195.215,443,443,true,SIN,Asia Pacific,SG,Singapore,352,3.45
18.222.213.132,443,443,true,YYZ,North America,CA,Toronto,328,3.44
47.129.0.39,443,443,true,SIN,Asia Pacific,SG,Singapore,262,3.42
67.226.222.168,80,443,true,ORD,North America,US,Chicago,487,3.39
3.147.73.220,443,443,true,ORD,North America,US,Chicago,377,3.37
67.226.222.102,80,443,true,CMH,North America,US,Columbus,467,3.30
34.217.73.192,443,443,true,PDX,North America,US,Portland,337,3.30
18.170.69.170,443,443,true,LHR,Europe,GB,London,399,3.29
67.226.222.65,80,443,true,ORD,North America,US,Chicago,447,3.24
67.226.222.182,80,443,true,ORD,North America,US,Chicago,577,3.23
54.254.221.209,443,443,true,SIN,Asia Pacific,SG,Singapore,278,3.23
54.255.198.83,443,443,true,SIN,Asia Pacific,SG,Singapore,305,3.22
35.159.93.85,443,443,true,FRA,Europe,DE,Frankfurt,348,3.17
67.226.222.112,80,443,true,CMH,North America,US,Columbus,503,3.16
3.0.209.76,443,443,true,SIN,Asia Pacific,SG,Singapore,418,3.16
3.99.147.170,443,443,false,YUL,North America,CA,Montréal,254,3.14
3.99.147.170,443,443,false,YUL,North America,CA,Montréal,248,3.14
3.96.221.73,443,443,false,YUL,North America,CA,Montréal,248,3.13
3.96.221.73,443,443,false,YUL,North America,CA,Montréal,257,3.12
54.202.68.14,443,443,true,SEA,North America,US,Seattle,242,3.08
204.110.223.135,80,443,true,ORD,North America,US,Chicago,240,3.07
34.210.222.127,443,443,true,PDX,North America,US,Portland,298,3.07
204.110.223.16,80,443,true,CMH,North America,US,Columbus,328,3.03
3.18.169.201,443,443,true,ORD,North America,US,Chicago,304,3.03
18.246.230.136,443,443,true,PDX,North America,US,Portland,319,3.02
18.169.133.190,443,443,true,LHR,Europe,GB,London,279,3.00
204.110.223.34,80,443,true,ORD,North America,US,Chicago,248,3.00
204.110.223.210,80,443,true,CMH,North America,US,Columbus,235,2.98
35.179.187.249,443,443,true,LHR,Europe,GB,London,385,2.97
67.226.222.197,80,443,true,CMH,North America,US,Columbus,483,2.95
204.110.223.148,443,443,true,CMH,North America,US,Columbus,253,2.94
44.221.70.203,443,443,true,IAD,North America,US,Ashburn,314,2.93
35.179.187.249,443,443,true,LHR,Europe,GB,London,341,2.91
35.153.144.70,443,443,true,IAD,North America,US,Ashburn,418,2.88
35.161.221.194,443,443,true,PDX,North America,US,Portland,248,2.85
34.219.112.16,443,443,true,PDX,North America,US,Portland,241,2.80
35.176.34.88,443,443,true,LHR,Europe,GB,London,305,2.77
3.15.147.151,2083,443,true,YYZ,North America,CA,Toronto,318,2.74
18.188.90.219,443,443,true,YYZ,North America,CA,Toronto,316,2.72
13.212.106.179,443,443,true,SIN,Asia Pacific,SG,Singapore,265,2.65
54.186.167.251,443,443,true,SEA,North America,US,Seattle,274,2.64
47.129.135.186,443,443,true,SIN,Asia Pacific,SG,Singapore,376,2.63
204.110.223.21,80,443,true,ORD,North America,US,Chicago,321,2.62
54.191.243.202,443,443,true,SEA,North America,US,Seattle,266,2.54
67.226.222.103,80,443,true,CMH,North America,US,Columbus,589,2.53
3.7.108.69,443,443,true,BOM,Asia Pacific,IN,Mumbai,216,2.51
3.111.155.29,443,443,true,BOM,Asia Pacific,IN,Mumbai,223,2.51
44.227.78.80,443,443,true,SEA,North America,US,Seattle,276,2.50
204.110.223.242,80,443,true,CMH,North America,US,Columbus,242,2.48
13.212.37.2,443,443,true,SIN,Asia Pacific,SG,Singapore,294,2.44
18.170.121.194,443,443,true,LHR,Europe,GB,London,280,2.42
204.110.223.131,80,443,true,CMH,North America,US,Columbus,324,2.39
13.233.5.49,443,443,true,BOM,Asia Pacific,IN,Mumbai,273,2.28
3.111.155.29,443,443,true,BOM,Asia Pacific,IN,Mumbai,213,2.28
18.142.119.163,443,443,true,SIN,Asia Pacific,SG,Singapore,296,2.27
34.209.147.205,443,443,true,PDX,North America,US,Portland,237,2.18
47.128.216.151,443,443,true,SIN,Asia Pacific,SG,Singapore,332,2.16
3.8.18.148,443,443,true,LHR,Europe,GB,London,299,2.16
43.206.192.211,443,443,true,NRT,Asia Pacific,JP,Tokyo,303,2.03
52.11.0.209,443,443,true,SEA,North America,US,Seattle,287,1.97
54.255.132.189,443,443,true,SIN,Asia Pacific,SG,Singapore,193,1.94
13.250.204.33,443,443,true,SIN,Asia Pacific,SG,Singapore,267,1.93
54.201.93.102,443,443,true,SEA,North America,US,Seattle,269,1.91
34.210.62.3,443,443,true,PDX,North America,US,Portland,227,1.81
3.136.87.166,443,443,true,YYZ,North America,CA,Toronto,251,1.77
47.129.64.25,443,443,true,SIN,Asia Pacific,SG,Singapore,250,1.74
54.255.201.125,443,443,true,SIN,Asia Pacific,SG,Singapore,283,1.72
63.177.114.169,443,443,true,AMS,Europe,NL,Amsterdam,414,1.66
47.128.226.223,443,443,true,SIN,Asia Pacific,SG,Singapore,120,1.55
54.90.71.182,2096,443,true,IAD,North America,US,Ashburn,304,1.54
47.129.13.15,443,443,true,SIN,Asia Pacific,SG,Singapore,327,1.53
54.199.222.232,443,443,true,NRT,Asia Pacific,JP,Tokyo,202,1.53
18.143.184.150,443,443,true,SIN,Asia Pacific,SG,Singapore,236,1.52
13.212.119.129,443,443,true,SIN,Asia Pacific,SG,Singapore,364,1.48
63.177.74.158,443,443,true,FRA,Europe,DE,Frankfurt,310,1.46
54.190.54.95,443,443,true,SEA,North America,US,Seattle,305,1.45
52.10.117.232,8443,443,true,SEA,North America,US,Seattle,304,1.45
54.199.222.232,443,443,true,NRT,Asia Pacific,JP,Tokyo,192,1.45
52.197.230.94,443,443,true,NRT,Asia Pacific,JP,Tokyo,278,1.44
54.248.121.219,443,443,true,NRT,Asia Pacific,JP,Tokyo,318,1.43
54.248.121.219,443,443,true,NRT,Asia Pacific,JP,Tokyo,324,1.42
3.8.91.173,443,443,true,LHR,Europe,GB,London,175,1.42
18.169.240.49,443,443,true,LHR,Europe,GB,London,238,1.40
52.197.230.94,443,443,true,NRT,Asia Pacific,JP,Tokyo,270,1.38
54.169.32.242,443,443,true,SIN,Asia Pacific,SG,Singapore,220,1.34
18.143.93.119,443,443,true,SIN,Asia Pacific,SG,Singapore,371,1.33
175.41.148.129,443,443,true,SIN,Asia Pacific,SG,Singapore,176,1.32
35.177.170.239,443,443,true,LHR,Europe,GB,London,385,1.30
34.216.71.8,443,443,true,PDX,North America,US,Portland,367,1.30
34.217.63.45,443,443,true,PDX,North America,US,Portland,390,1.28
18.140.243.41,443,443,true,SIN,Asia Pacific,SG,Singapore,306,1.20
34.217.144.96,443,443,true,PDX,North America,US,Portland,220,1.13
54.186.171.250,443,443,true,SEA,North America,US,Seattle,268,1.10
44.210.82.149,443,443,true,IAD,North America,US,Ashburn,239,1.10
34.218.239.54,443,443,true,PDX,North America,US,Portland,221,1.06
47.129.171.133,443,443,true,SIN,Asia Pacific,SG,Singapore,319,1.05
34.217.145.47,443,443,true,PDX,North America,US,Portland,336,1.04
18.140.98.152,443,443,true,SIN,Asia Pacific,SG,Singapore,255,0.98
44.197.196.83,443,443,true,IAD,North America,US,Ashburn,406,0.96
13.229.210.161,443,443,true,SIN,Asia Pacific,SG,Singapore,258,0.95
3.19.120.67,443,443,true,YYZ,North America,CA,Toronto,346,0.94
13.215.227.31,443,443,true,SIN,Asia Pacific,SG,Singapore,334,0.94
18.140.200.38,443,443,true,SIN,Asia Pacific,SG,Singapore,193,0.93
54.179.155.205,443,443,true,SIN,Asia Pacific,SG,Singapore,305,0.93
54.201.93.102,443,443,true,SEA,North America,US,Seattle,424,0.93
54.218.70.158,443,443,true,SEA,North America,US,Seattle,278,0.92
3.76.154.119,443,443,true,FRA,Europe,DE,Frankfurt,194,0.91
18.117.179.73,443,443,true,YYZ,North America,CA,Toronto,235,0.90
35.175.121.155,443,443,true,IAD,North America,US,Ashburn,252,0.89
44.211.33.127,443,443,true,IAD,North America,US,Ashburn,249,0.85
54.185.12.23,443,443,true,SEA,North America,US,Seattle,250,0.83
54.251.153.172,443,443,true,SIN,Asia Pacific,SG,Singapore,291,0.82
52.14.189.179,443,443,true,YYZ,North America,CA,Toronto,244,0.81
44.220.245.243,443,443,true,IAD,North America,US,Ashburn,387,0.78
50.112.33.254,443,443,true,PDX,North America,US,Portland,294,0.76
54.186.180.111,443,443,true,SEA,North America,US,Seattle,408,0.74
35.179.164.41,443,443,true,LHR,Europe,GB,London,296,0.72
35.159.243.137,443,443,true,FRA,Europe,DE,Frankfurt,193,0.72
35.179.157.196,443,443,true,LHR,Europe,GB,London,360,0.72
18.170.49.106,443,443,true,LHR,Europe,GB,London,407,0.71
47.129.173.108,443,443,true,SIN,Asia Pacific,SG,Singapore,314,0.71
3.8.85.222,443,443,true,LHR,Europe,GB,London,320,0.71
35.177.108.232,443,443,true,LHR,Europe,GB,London,341,0.70
18.140.98.152,443,443,true,SIN,Asia Pacific,SG,Singapore,253,0.69
52.41.227.102,443,443,true,SEA,North America,US,Seattle,281,0.68
3.68.90.247,443,443,true,FRA,Europe,DE,Frankfurt,397,0.68
18.169.132.233,443,443,true,LHR,Europe,GB,London,286,0.68
34.220.181.38,443,443,true,PDX,North America,US,Portland,367,0.65
44.210.106.202,443,443,true,IAD,North America,US,Ashburn,249,0.65
18.157.201.78,2053,443,true,FRA,Europe,DE,Frankfurt,195,0.62
3.9.190.7,443,443,true,LHR,Europe,GB,London,298,0.59
50.17.156.116,443,443,true,IAD,North America,US,Ashburn,257,0.58
3.24.174.233,443,443,true,SYD,Oceania,AU,Sydney,278,0.58
3.24.174.233,443,443,true,SYD,Oceania,AU,Sydney,353,0.58
52.11.0.209,443,443,true,SEA,North America,US,Seattle,453,0.58
16.163.147.103,2053,443,true,HKG,Asia Pacific,HK,Hong Kong,251,0.57
54.79.133.41,443,443,true,SYD,Oceania,AU,Sydney,262,0.57
54.245.34.26,443,443,true,SEA,North America,US,Seattle,210,0.56
54.79.133.41,443,443,true,SYD,Oceania,AU,Sydney,279,0.56
54.148.138.101,443,443,true,SEA,North America,US,Seattle,256,0.56
44.243.42.227,443,443,true,PDX,North America,US,Portland,233,0.56
35.89.82.135,443,443,true,PDX,North America,US,Portland,360,0.56
35.92.36.30,443,443,true,PDX,North America,US,Portland,277,0.56
18.171.143.5,443,443,true,LHR,Europe,GB,London,334,0.55
54.213.153.231,443,443,true,SEA,North America,US,Seattle,414,0.55
16.163.147.103,8443,443,true,HKG,Asia Pacific,HK,Hong Kong,248,0.55
3.125.123.4,443,443,true,FRA,Europe,DE,Frankfurt,399,0.54
35.92.62.142,8443,443,true,PDX,North America,US,Portland,241,0.53
54.191.141.108,443,443,true,SEA,North America,US,Seattle,325,0.52
47.129.127.220,443,443,true,SIN,Asia Pacific,SG,Singapore,338,0.52
3.65.15.7,443,443,true,FRA,Europe,DE,Frankfurt,296,0.52
18.117.155.199,443,443,true,YYZ,North America,CA,Toronto,241,0.52
54.244.181.106,443,443,true,SEA,North America,US,Seattle,292,0.52
3.145.26.231,443,443,true,YYZ,North America,CA,Toronto,223,0.50
52.33.229.250,443,443,true,SEA,North America,US,Seattle,282,0.48
44.210.16.247,443,443,true,IAD,North America,US,Ashburn,280,0.47
54.202.86.188,443,443,true,SEA,North America,US,Seattle,264,0.47
18.118.215.64,443,443,true,YYZ,North America,CA,Toronto,405,0.47
52.43.127.181,443,443,true,SEA,North America,US,Seattle,277,0.46
3.139.75.7,443,443,true,YYZ,North America,CA,Toronto,319,0.46
52.42.235.184,443,443,true,SEA,North America,US,Seattle,237,0.45
44.222.101.91,443,443,true,IAD,North America,US,Ashburn,320,0.44
52.88.21.164,443,443,true,SEA,North America,US,Seattle,274,0.44
34.218.251.148,443,443,true,PDX,North America,US,Portland,269,0.44
44.197.209.174,443,443,true,IAD,North America,US,Ashburn,291,0.44
18.132.204.125,443,443,true,LHR,Europe,GB,London,268,0.44
44.222.90.166,443,443,true,IAD,North America,US,Ashburn,276,0.44
34.222.160.79,443,443,true,PDX,North America,US,Portland,274,0.44
18.170.113.176,443,443,true,LHR,Europe,GB,London,312,0.44
18.116.33.129,443,443,true,YYZ,North America,CA,Toronto,328,0.43
35.89.139.35,443,443,true,PDX,North America,US,Portland,217,0.43
3.79.117.14,443,443,true,FRA,Europe,DE,Frankfurt,294,0.43
52.25.11.252,443,443,true,SEA,North America,US,Seattle,316,0.42
98.80.105.178,443,443,true,IAD,North America,US,Ashburn,250,0.42
44.243.217.81,443,443,true,SEA,North America,US,Seattle,341,0.41
18.130.151.206,443,443,true,LHR,Europe,GB,London,269,0.41
35.178.152.209,443,443,true,LHR,Europe,GB,London,200,0.41
50.112.17.143,443,443,true,SEA,North America,US,Seattle,327,0.41
3.12.111.42,443,443,true,YYZ,North America,CA,Toronto,370,0.41
34.212.24.38,443,443,true,PDX,North America,US,Portland,355,0.41
54.201.252.62,443,443,true,SEA,North America,US,Seattle,283,0.41
34.223.229.89,443,443,true,PDX,North America,US,Portland,307,0.41
52.88.21.164,443,443,true,SEA,North America,US,Seattle,266,0.40
18.246.216.49,443,443,true,PDX,North America,US,Portland,345,0.40
54.185.12.23,443,443,true,SEA,North America,US,Seattle,360,0.40
54.218.167.20,443,443,true,SEA,North America,US,Seattle,341,0.40
18.134.130.4,443,443,true,LHR,Europe,GB,London,330,0.40
3.68.111.169,443,443,true,FRA,Europe,DE,Frankfurt,314,0.40
35.179.164.41,443,443,true,LHR,Europe,GB,London,384,0.40
54.218.119.79,443,443,true,SEA,North America,US,Seattle,246,0.40
35.93.154.26,443,443,true,PDX,North America,US,Portland,302,0.40
54.68.99.46,443,443,true,SEA,North America,US,Seattle,243,0.39
50.112.33.254,443,443,true,PDX,North America,US,Portland,263,0.39
54.185.192.51,443,443,true,SEA,North America,US,Seattle,227,0.39
18.175.166.81,443,443,true,LHR,Europe,GB,London,273,0.39
18.169.241.150,443,443,true,LHR,Europe,GB,London,266,0.38
3.79.117.14,443,443,true,FRA,Europe,DE,Frankfurt,245,0.38
18.175.60.77,443,443,true,LHR,Europe,GB,London,309,0.38
54.186.55.227,443,443,true,SEA,North America,US,Seattle,289,0.38
44.243.19.52,443,443,true,PDX,North America,US,Portland,222,0.38
35.165.226.0,443,443,true,PDX,North America,US,Portland,335,0.38
34.217.176.250,443,443,true,PDX,North America,US,Portland,252,0.37
3.123.26.190,443,443,true,FRA,Europe,DE,Frankfurt,213,0.37
34.220.105.193,443,443,true,PDX,North America,US,Portland,264,0.37
18.169.191.169,443,443,true,LHR,Europe,GB,London,238,0.37
52.10.126.28,443,443,true,SEA,North America,US,Seattle,300,0.37
35.177.108.232,443,443,true,LHR,Europe,GB,London,290,0.37
3.76.192.255,443,443,true,FRA,Europe,DE,Frankfurt,370,0.36
44.244.22.85,443,443,true,SEA,North America,US,Seattle,399,0.36
34.218.254.159,443,443,true,PDX,North America,US,Portland,253,0.35
54.188.78.16,443,443,true,SEA,North America,US,Seattle,210,0.35
54.200.224.192,443,443,true,SEA,North America,US,Seattle,394,0.34
52.36.170.122,443,443,true,SEA,North America,US,Seattle,246,0.33
54.188.53.181,443,443,true,SEA,North America,US,Seattle,270,0.33
18.143.171.216,443,443,true,SIN,Asia Pacific,SG,Singapore,332,0.33
52.14.85.162,443,443,true,YYZ,North America,CA,Toronto,411,0.33
44.212.92.119,443,443,true,IAD,North America,US,Ashburn,392,0.33
3.69.175.252,443,443,true,FRA,Europe,DE,Frankfurt,229,0.32
52.14.85.162,443,443,true,YYZ,North America,CA,Toronto,230,0.32
34.211.228.209,443,443,true,PDX,North America,US,Portland,350,0.32
34.223.225.54,443,443,true,PDX,North America,US,Portland,271,0.32
54.200.224.192,443,443,true,SEA,North America,US,Seattle,370,0.32
52.89.101.197,443,443,true,SEA,North America,US,Seattle,341,0.31
63.176.179.195,443,443,true,FRA,Europe,DE,Frankfurt,269,0.31
44.222.195.119,443,443,true,IAD,North America,US,Ashburn,284,0.31
3.15.232.75,443,443,true,YYZ,North America,CA,Toronto,322,0.31
34.217.148.96,443,443,true,PDX,North America,US,Portland,400,0.30
34.217.145.47,443,443,true,PDX,North America,US,Portland,390,0.30
18.175.196.28,443,443,true,LHR,Europe,GB,London,292,0.30
54.218.60.80,443,443,true,SEA,North America,US,Seattle,238,0.29
