IP地址,数据中心,地区,城市,网络延迟
104.16.198.60,SJC,北美洲,圣何塞,159 ms
104.18.47.57,SJC,北美洲,圣何塞,159 ms
104.16.244.62,SJC,北美洲,圣何塞,159 ms
1.0.0.254,SJC,北美洲,圣何塞,159 ms
1.1.1.86,SJC,北美洲,圣何塞,159 ms
1.0.0.163,SJC,北美洲,圣何塞,159 ms
172.64.149.190,SJC,北美洲,圣何塞,159 ms
104.17.15.231,SJC,北美洲,圣何塞,159 ms
1.1.1.134,SJC,北美洲,圣何塞,160 ms
1.1.1.115,SJC,北美洲,圣何塞,160 ms
104.18.118.195,LAX,北美洲,洛杉矶,160 ms
1.1.1.19,SJC,北美洲,圣何塞,160 ms
1.1.1.92,SJC,北美洲,圣何塞,160 ms
104.17.241.191,SJC,北美洲,圣何塞,160 ms
104.18.18.127,HKG,亚太地区,香港,160 ms
162.120.94.31,SJC,北美洲,圣何塞,160 ms
172.64.160.129,SJC,北美洲,圣何塞,160 ms
104.18.10.43,SJC,北美洲,圣何塞,160 ms
104.16.146.136,SJC,北美洲,圣何塞,160 ms
1.0.0.177,SJC,北美洲,圣何塞,160 ms
1.0.0.209,SJC,北美洲,圣何塞,160 ms
104.17.71.136,HKG,亚太地区,香港,160 ms
104.16.46.47,HKG,亚太地区,香港,160 ms
1.0.0.235,SJC,北美洲,圣何塞,160 ms
1.0.0.71,SJC,北美洲,圣何塞,160 ms
104.18.119.133,LAX,北美洲,洛杉矶,160 ms
104.16.136.65,SJC,北美洲,圣何塞,160 ms
104.16.156.37,SJC,北美洲,圣何塞,160 ms
1.0.0.64,SJC,北美洲,圣何塞,160 ms
104.18.23.99,HKG,亚太地区,香港,160 ms
104.18.50.51,SJC,北美洲,圣何塞,160 ms
104.16.212.182,HKG,亚太地区,香港,160 ms
104.16.79.77,SJC,北美洲,圣何塞,160 ms
1.1.1.83,SJC,北美洲,圣何塞,160 ms
1.0.0.111,SJC,北美洲,圣何塞,160 ms
1.1.1.69,SJC,北美洲,圣何塞,160 ms
162.159.15.93,SJC,北美洲,圣何塞,160 ms
104.16.39.159,HKG,亚太地区,香港,160 ms
104.17.54.156,SJC,北美洲,圣何塞,160 ms
104.17.243.68,SJC,北美洲,圣何塞,160 ms
104.17.3.181,SJC,北美洲,圣何塞,160 ms
104.19.95.44,SJC,北美洲,圣何塞,160 ms
104.16.139.131,SJC,北美洲,圣何塞,160 ms
1.1.1.44,SJC,北美洲,圣何塞,160 ms
1.0.0.208,SJC,北美洲,圣何塞,160 ms
141.101.123.233,SJC,北美洲,圣何塞,160 ms
1.0.0.47,SJC,北美洲,圣何塞,160 ms
104.18.80.79,SJC,北美洲,圣何塞,160 ms
172.67.45.106,HKG,亚太地区,香港,160 ms
1.1.1.140,SJC,北美洲,圣何塞,160 ms
104.18.74.89,SJC,北美洲,圣何塞,160 ms
104.18.78.22,SJC,北美洲,圣何塞,160 ms
1.1.1.218,SJC,北美洲,圣何塞,160 ms
170.114.45.214,SJC,北美洲,圣何塞,160 ms
104.18.75.100,SJC,北美洲,圣何塞,160 ms
1.1.1.246,SJC,北美洲,圣何塞,160 ms
104.17.131.96,HKG,亚太地区,香港,160 ms
172.64.138.169,SJC,北美洲,圣何塞,160 ms
154.197.88.170,SJC,北美洲,圣何塞,160 ms
104.17.138.110,HKG,亚太地区,香港,160 ms
104.17.9.27,SJC,北美洲,圣何塞,160 ms
1.0.0.93,SJC,北美洲,圣何塞,160 ms
216.205.52.66,SJC,北美洲,圣何塞,160 ms
104.18.88.124,SJC,北美洲,圣何塞,160 ms
104.19.168.54,SJC,北美洲,圣何塞,160 ms
185.193.28.57,SJC,北美洲,圣何塞,160 ms
104.16.13.22,SJC,北美洲,圣何塞,160 ms
104.17.134.112,HKG,亚太地区,香港,160 ms
185.162.229.192,SJC,北美洲,圣何塞,160 ms
1.0.0.147,SJC,北美洲,圣何塞,160 ms
1.0.0.60,SJC,北美洲,圣何塞,160 ms
104.18.115.94,LAX,北美洲,洛杉矶,160 ms
172.64.137.59,SJC,北美洲,圣何塞,160 ms
104.16.148.183,SJC,北美洲,圣何塞,160 ms
1.1.1.32,SJC,北美洲,圣何塞,160 ms
162.159.12.222,SJC,北美洲,圣何塞,160 ms
1.0.0.36,SJC,北美洲,圣何塞,160 ms
104.16.33.57,HKG,亚太地区,香港,160 ms
104.19.237.210,SJC,北美洲,圣何塞,160 ms
141.101.121.33,SJC,北美洲,圣何塞,161 ms
104.17.42.98,SJC,北美洲,圣何塞,161 ms
104.22.17.219,HKG,亚太地区,香港,161 ms
104.16.88.84,SJC,北美洲,圣何塞,161 ms
1.1.1.115,SJC,北美洲,圣何塞,161 ms
104.18.26.145,HKG,亚太地区,香港,161 ms
1.1.1.96,SJC,北美洲,圣何塞,161 ms
104.18.122.129,LAX,北美洲,洛杉矶,161 ms
156.225.72.157,SJC,北美洲,圣何塞,161 ms
172.64.88.130,SJC,北美洲,圣何塞,161 ms
104.19.3.132,SJC,北美洲,圣何塞,161 ms
1.0.0.101,SJC,北美洲,圣何塞,161 ms
104.22.62.106,HKG,亚太地区,香港,161 ms
104.18.101.87,SJC,北美洲,圣何塞,161 ms
104.17.209.71,SJC,北美洲,圣何塞,161 ms
104.17.4.103,SJC,北美洲,圣何塞,161 ms
104.16.83.32,SJC,北美洲,圣何塞,161 ms
104.17.0.22,SJC,北美洲,圣何塞,161 ms
104.18.180.82,SJC,北美洲,圣何塞,161 ms
1.0.0.16,SJC,北美洲,圣何塞,161 ms
104.19.249.28,LAX,北美洲,洛杉矶,161 ms
31.22.116.203,SJC,北美洲,圣何塞,161 ms
141.11.203.87,SJC,北美洲,圣何塞,161 ms
172.66.45.55,SJC,北美洲,圣何塞,161 ms
104.17.60.7,SJC,北美洲,圣何塞,161 ms
1.0.0.235,SJC,北美洲,圣何塞,161 ms
104.19.253.100,LAX,北美洲,洛杉矶,161 ms
104.16.120.69,LAX,北美洲,洛杉矶,161 ms
104.18.4.237,SJC,北美洲,圣何塞,161 ms
86.38.214.209,SJC,北美洲,圣何塞,161 ms
154.197.108.37,SJC,北美洲,圣何塞,161 ms
104.19.1.75,SJC,北美洲,圣何塞,161 ms
104.22.29.204,HKG,亚太地区,香港,161 ms
104.18.96.205,SJC,北美洲,圣何塞,161 ms
1.0.0.227,SJC,北美洲,圣何塞,161 ms
104.18.233.220,SJC,北美洲,圣何塞,161 ms
92.53.189.239,SJC,北美洲,圣何塞,161 ms
104.18.254.231,SJC,北美洲,圣何塞,161 ms
104.17.156.18,SJC,北美洲,圣何塞,161 ms
1.1.1.154,SJC,北美洲,圣何塞,161 ms
104.17.244.3,SJC,北美洲,圣何塞,161 ms
104.17.214.135,SJC,北美洲,圣何塞,161 ms
104.17.70.152,HKG,亚太地区,香港,161 ms
1.0.0.115,SJC,北美洲,圣何塞,161 ms
198.41.216.153,SJC,北美洲,圣何塞,161 ms
1.0.0.34,SJC,北美洲,圣何塞,161 ms
104.17.46.41,SJC,北美洲,圣何塞,161 ms
1.1.1.77,SJC,北美洲,圣何塞,161 ms
104.18.175.155,SJC,北美洲,圣何塞,161 ms
1.1.1.203,SJC,北美洲,圣何塞,161 ms
104.19.238.96,SJC,北美洲,圣何塞,161 ms
1.1.1.28,SJC,北美洲,圣何塞,161 ms
104.17.193.217,SJC,北美洲,圣何塞,161 ms
1.0.0.134,SJC,北美洲,圣何塞,161 ms
1.0.0.24,SJC,北美洲,圣何塞,161 ms
145.36.144.49,SJC,北美洲,圣何塞,161 ms
1.1.1.247,SJC,北美洲,圣何塞,161 ms
1.1.1.16,SJC,北美洲,圣何塞,161 ms
1.1.1.137,SJC,北美洲,圣何塞,161 ms
104.16.125.35,LAX,北美洲,洛杉矶,161 ms
104.18.108.242,SJC,北美洲,圣何塞,161 ms
1.1.1.224,SJC,北美洲,圣何塞,162 ms
1.0.0.97,SJC,北美洲,圣何塞,162 ms
1.1.1.23,SJC,北美洲,圣何塞,162 ms
104.18.215.132,SJC,北美洲,圣何塞,162 ms
45.135.235.100,SJC,北美洲,圣何塞,162 ms
1.1.1.67,SJC,北美洲,圣何塞,162 ms
104.18.69.106,SJC,北美洲,圣何塞,162 ms
104.18.116.0,LAX,北美洲,洛杉矶,162 ms
162.159.5.176,SJC,北美洲,圣何塞,162 ms
104.19.216.245,SJC,北美洲,圣何塞,162 ms
104.18.39.164,SJC,北美洲,圣何塞,162 ms
1.0.0.203,SJC,北美洲,圣何塞,162 ms
1.0.0.135,SJC,北美洲,圣何塞,162 ms
104.17.140.220,HKG,亚太地区,香港,162 ms
104.19.31.145,SJC,北美洲,圣何塞,162 ms
172.64.145.158,SJC,北美洲,圣何塞,162 ms
104.19.252.144,LAX,北美洲,洛杉矶,162 ms
1.1.1.237,SJC,北美洲,圣何塞,162 ms
104.17.158.18,SJC,北美洲,圣何塞,162 ms
141.101.122.171,SJC,北美洲,圣何塞,162 ms
104.19.251.101,LAX,北美洲,洛杉矶,162 ms
104.16.217.13,HKG,亚太地区,香港,162 ms
172.66.44.235,SJC,北美洲,圣何塞,162 ms
1.1.1.124,SJC,北美洲,圣何塞,162 ms
1.0.0.134,SJC,北美洲,圣何塞,162 ms
1.0.0.227,SJC,北美洲,圣何塞,162 ms
172.64.101.229,SJC,北美洲,圣何塞,162 ms
104.18.154.16,SJC,北美洲,圣何塞,162 ms
1.1.1.19,SJC,北美洲,圣何塞,162 ms
1.1.1.130,SJC,北美洲,圣何塞,162 ms
104.18.67.9,SJC,北美洲,圣何塞,162 ms
104.16.121.242,LAX,北美洲,洛杉矶,162 ms
104.18.216.215,SJC,北美洲,圣何塞,162 ms
185.148.104.245,SJC,北美洲,圣何塞,162 ms
1.1.1.39,SJC,北美洲,圣何塞,162 ms
1.0.0.238,SJC,北美洲,圣何塞,162 ms
104.17.199.228,SJC,北美洲,圣何塞,162 ms
172.64.35.16,SJC,北美洲,圣何塞,162 ms
104.16.48.251,SJC,北美洲,圣何塞,162 ms
104.16.26.20,SJC,北美洲,圣何塞,162 ms
162.159.14.197,SJC,北美洲,圣何塞,162 ms
104.18.223.186,SJC,北美洲,圣何塞,162 ms
1.0.0.240,SJC,北美洲,圣何塞,162 ms
108.162.198.6,SJC,北美洲,圣何塞,162 ms
104.18.21.167,HKG,亚太地区,香港,162 ms
104.18.229.136,SJC,北美洲,圣何塞,162 ms
104.17.10.168,SJC,北美洲,圣何塞,162 ms
104.22.21.113,HKG,亚太地区,香港,162 ms
203.22.241.48,SJC,北美洲,圣何塞,162 ms
193.9.49.213,SJC,北美洲,圣何塞,162 ms
104.19.156.81,SJC,北美洲,圣何塞,162 ms
172.67.43.82,HKG,亚太地区,香港,162 ms
1.0.0.8,SJC,北美洲,圣何塞,162 ms
1.1.1.8,SJC,北美洲,圣何塞,162 ms
172.64.110.187,SJC,北美洲,圣何塞,163 ms
104.18.153.61,SJC,北美洲,圣何塞,163 ms
176.126.207.180,SJC,北美洲,圣何塞,163 ms
1.0.0.222,SJC,北美洲,圣何塞,163 ms
104.16.102.150,SJC,北美洲,圣何塞,163 ms
104.19.212.111,SJC,北美洲,圣何塞,163 ms
172.67.38.144,HKG,亚太地区,香港,163 ms
104.18.206.90,SJC,北美洲,圣何塞,163 ms
104.16.71.156,SJC,北美洲,圣何塞,163 ms
104.18.149.219,SJC,北美洲,圣何塞,163 ms
162.159.1.135,SJC,北美洲,圣何塞,163 ms
172.64.93.116,SJC,北美洲,圣何塞,163 ms
172.66.42.152,SJC,北美洲,圣何塞,163 ms
45.159.216.29,SJC,北美洲,圣何塞,163 ms
104.19.10.57,SJC,北美洲,圣何塞,163 ms
104.16.28.161,SJC,北美洲,圣何塞,163 ms
108.162.196.52,SJC,北美洲,圣何塞,163 ms
1.1.1.63,SJC,北美洲,圣何塞,163 ms
185.146.173.174,SJC,北美洲,圣何塞,163 ms
104.17.190.195,SJC,北美洲,圣何塞,163 ms
1.0.0.134,SJC,北美洲,圣何塞,163 ms
172.66.2.188,SJC,北美洲,圣何塞,163 ms
104.18.29.116,HKG,亚太地区,香港,163 ms
1.1.1.40,SJC,北美洲,圣何塞,163 ms
5.182.84.222,SJC,北美洲,圣何塞,163 ms
172.64.170.206,SJC,北美洲,圣何塞,163 ms
1.0.0.233,SJC,北美洲,圣何塞,163 ms
172.67.35.63,HKG,亚太地区,香港,163 ms
172.64.199.91,SJC,北美洲,圣何塞,163 ms
104.17.27.204,SJC,北美洲,圣何塞,163 ms
104.17.106.202,SJC,北美洲,圣何塞,163 ms
23.247.163.70,SJC,北美洲,圣何塞,163 ms
1.0.0.127,SJC,北美洲,圣何塞,163 ms
104.16.117.244,LAX,北美洲,洛杉矶,163 ms
104.17.141.101,HKG,亚太地区,香港,163 ms
172.64.106.181,SJC,北美洲,圣何塞,163 ms
104.16.122.29,LAX,北美洲,洛杉矶,163 ms
1.1.1.22,SJC,北美洲,圣何塞,163 ms
104.17.30.104,SJC,北美洲,圣何塞,163 ms
1.1.1.222,SJC,北美洲,圣何塞,163 ms
1.1.1.235,SJC,北美洲,圣何塞,163 ms
1.1.1.166,SJC,北美洲,圣何塞,163 ms
104.16.199.221,SJC,北美洲,圣何塞,163 ms
172.64.129.241,SJC,北美洲,圣何塞,163 ms
104.18.139.34,SJC,北美洲,圣何塞,163 ms
104.22.52.86,HKG,亚太地区,香港,163 ms
104.16.226.224,SJC,北美洲,圣何塞,163 ms
104.18.24.34,HKG,亚太地区,香港,163 ms
104.16.144.196,SJC,北美洲,圣何塞,163 ms
104.19.250.148,LAX,北美洲,洛杉矶,163 ms
1.1.1.153,SJC,北美洲,圣何塞,163 ms
104.17.248.112,SJC,北美洲,圣何塞,163 ms
104.17.14.91,SJC,北美洲,圣何塞,163 ms
104.16.218.243,HKG,亚太地区,香港,163 ms
1.0.0.81,SJC,北美洲,圣何塞,163 ms
104.16.78.244,SJC,北美洲,圣何塞,163 ms
198.41.199.189,SJC,北美洲,圣何塞,163 ms
104.18.37.154,SJC,北美洲,圣何塞,164 ms
104.18.54.205,SJC,北美洲,圣何塞,164 ms
172.64.139.182,SJC,北美洲,圣何塞,164 ms
104.19.254.102,LAX,北美洲,洛杉矶,164 ms
1.1.1.251,SJC,北美洲,圣何塞,164 ms
172.64.53.105,SJC,北美洲,圣何塞,164 ms
1.0.0.98,SJC,北美洲,圣何塞,164 ms
104.18.199.15,SJC,北美洲,圣何塞,164 ms
1.1.1.165,SJC,北美洲,圣何塞,164 ms
160.153.0.59,SJC,北美洲,圣何塞,164 ms
1.1.1.252,SJC,北美洲,圣何塞,164 ms
162.159.27.148,SJC,北美洲,圣何塞,164 ms
104.18.64.195,SJC,北美洲,圣何塞,164 ms
172.64.100.48,SJC,北美洲,圣何塞,164 ms
162.159.196.139,SJC,北美洲,圣何塞,164 ms
104.17.36.50,SJC,北美洲,圣何塞,164 ms
104.18.125.118,LAX,北美洲,洛杉矶,164 ms
1.1.1.176,SJC,北美洲,圣何塞,164 ms
104.17.68.3,HKG,亚太地区,香港,164 ms
185.59.218.244,SJC,北美洲,圣何塞,164 ms
1.1.1.54,SJC,北美洲,圣何塞,164 ms
162.159.129.197,SJC,北美洲,圣何塞,164 ms
104.16.243.159,SJC,北美洲,圣何塞,164 ms
104.18.98.21,SJC,北美洲,圣何塞,164 ms
104.19.242.151,LAX,北美洲,洛杉矶,164 ms
1.1.1.127,SJC,北美洲,圣何塞,164 ms
104.16.50.112,SJC,北美洲,圣何塞,164 ms
1.0.0.13,SJC,北美洲,圣何塞,164 ms
1.1.1.203,SJC,北美洲,圣何塞,164 ms
104.18.36.131,LAX,北美洲,洛杉矶,164 ms
104.16.36.88,HKG,亚太地区,香港,164 ms
172.64.172.125,SJC,北美洲,圣何塞,164 ms
1.1.1.80,SJC,北美洲,圣何塞,164 ms
104.16.114.71,LAX,北美洲,洛杉矶,164 ms
1.0.0.73,SJC,北美洲,圣何塞,164 ms
104.16.228.201,SJC,北美洲,圣何塞,164 ms
104.16.197.13,SJC,北美洲,圣何塞,164 ms
1.0.0.237,SJC,北美洲,圣何塞,164 ms
172.64.146.47,HKG,亚太地区,香港,165 ms
1.1.1.110,SJC,北美洲,圣何塞,165 ms
198.41.194.155,SJC,北美洲,圣何塞,165 ms
1.0.0.176,SJC,北美洲,圣何塞,165 ms
77.37.33.27,SJC,北美洲,圣何塞,165 ms
172.64.102.217,SJC,北美洲,圣何塞,165 ms
104.18.212.243,SJC,北美洲,圣何塞,165 ms
172.67.17.62,HKG,亚太地区,香港,165 ms
172.64.154.114,HKG,亚太地区,香港,165 ms
162.159.38.169,LAX,北美洲,洛杉矶,165 ms
1.0.0.2,SJC,北美洲,圣何塞,165 ms
172.64.175.0,SJC,北美洲,圣何塞,165 ms
172.64.194.205,SJC,北美洲,圣何塞,165 ms
104.22.51.106,HKG,亚太地区,香港,165 ms
185.176.26.43,SJC,北美洲,圣何塞,165 ms
172.64.99.135,SJC,北美洲,圣何塞,165 ms
162.159.252.8,LAX,北美洲,洛杉矶,165 ms
104.19.241.13,LAX,北美洲,洛杉矶,165 ms
172.64.108.14,SJC,北美洲,圣何塞,165 ms
104.17.132.153,HKG,亚太地区,香港,165 ms
104.16.247.10,SJC,北美洲,圣何塞,165 ms
162.159.239.68,SJC,北美洲,圣何塞,165 ms
104.19.36.158,SJC,北美洲,圣何塞,165 ms
104.18.59.162,SJC,北美洲,圣何塞,165 ms
162.159.44.23,LAX,北美洲,洛杉矶,165 ms
154.206.12.27,SJC,北美洲,圣何塞,165 ms
104.17.154.32,SJC,北美洲,圣何塞,165 ms
104.17.55.192,SJC,北美洲,圣何塞,165 ms
1.0.0.144,SJC,北美洲,圣何塞,165 ms
104.17.225.174,SJC,北美洲,圣何塞,165 ms
1.1.1.121,SJC,北美洲,圣何塞,165 ms
1.0.0.20,SJC,北美洲,圣何塞,165 ms
198.41.196.90,SJC,北美洲,圣何塞,165 ms
104.18.42.144,SJC,北美洲,圣何塞,165 ms
195.85.59.223,SJC,北美洲,圣何塞,165 ms
172.67.30.182,HKG,亚太地区,香港,166 ms
104.17.120.214,SJC,北美洲,圣何塞,166 ms
162.159.39.224,LAX,北美洲,洛杉矶,166 ms
104.17.52.182,SJC,北美洲,圣何塞,166 ms
1.0.0.243,SJC,北美洲,圣何塞,166 ms
1.0.0.153,SJC,北美洲,圣何塞,166 ms
104.22.60.191,HKG,亚太地区,香港,166 ms
172.64.200.175,SJC,北美洲,圣何塞,166 ms
104.16.61.121,SJC,北美洲,圣何塞,166 ms
104.17.72.254,HKG,亚太地区,香港,166 ms
104.17.74.7,HKG,亚太地区,香港,166 ms
156.252.3.54,SJC,北美洲,圣何塞,166 ms
104.16.34.216,HKG,亚太地区,香港,166 ms
104.22.58.130,HKG,亚太地区,香港,166 ms
162.159.138.101,SJC,北美洲,圣何塞,166 ms
172.67.31.75,HKG,亚太地区,香港,166 ms
104.18.123.107,LAX,北美洲,洛杉矶,166 ms
104.17.6.149,SJC,北美洲,圣何塞,166 ms
1.0.0.229,SJC,北美洲,圣何塞,166 ms
147.78.140.37,SJC,北美洲,圣何塞,166 ms
104.16.54.65,SJC,北美洲,圣何塞,166 ms
1.1.1.95,SJC,北美洲,圣何塞,166 ms
1.0.0.59,SJC,北美洲,圣何塞,166 ms
104.16.68.29,SJC,北美洲,圣何塞,166 ms
1.0.0.233,SJC,北美洲,圣何塞,166 ms
104.17.67.61,HKG,亚太地区,香港,166 ms
172.67.22.223,HKG,亚太地区,香港,166 ms
185.193.29.36,SJC,北美洲,圣何塞,166 ms
45.131.4.220,SJC,北美洲,圣何塞,166 ms
104.18.15.137,SJC,北美洲,圣何塞,166 ms
104.18.193.112,SJC,北美洲,圣何塞,166 ms
104.16.178.218,SJC,北美洲,圣何塞,166 ms
45.159.217.172,SJC,北美洲,圣何塞,166 ms
104.22.24.64,HKG,亚太地区,香港,167 ms
104.18.72.126,SJC,北美洲,圣何塞,167 ms
172.64.198.93,SJC,北美洲,圣何塞,167 ms
104.22.28.55,HKG,亚太地区,香港,167 ms
104.22.27.184,HKG,亚太地区,香港,167 ms
172.67.16.249,HKG,亚太地区,香港,167 ms
104.17.251.81,SJC,北美洲,圣何塞,167 ms
172.67.28.98,HKG,亚太地区,香港,167 ms
172.67.36.6,HKG,亚太地区,香港,167 ms
104.18.248.6,SJC,北美洲,圣何塞,167 ms
185.170.166.19,SJC,北美洲,圣何塞,167 ms
104.22.59.17,HKG,亚太地区,香港,167 ms
1.0.0.201,SJC,北美洲,圣何塞,167 ms
104.17.124.237,SJC,北美洲,圣何塞,167 ms
1.0.0.228,SJC,北美洲,圣何塞,167 ms
104.17.128.210,HKG,亚太地区,香港,167 ms
1.1.1.218,SJC,北美洲,圣何塞,167 ms
185.148.106.41,SJC,北美洲,圣何塞,167 ms
104.19.206.44,SJC,北美洲,圣何塞,167 ms
162.159.136.66,SJC,北美洲,圣何塞,167 ms
140.99.233.225,SJC,北美洲,圣何塞,167 ms
172.67.34.186,HKG,亚太地区,香港,167 ms
104.19.255.72,LAX,北美洲,洛杉矶,167 ms
104.19.244.185,LAX,北美洲,洛杉矶,167 ms
104.17.180.44,SJC,北美洲,圣何塞,167 ms
172.64.130.142,SJC,北美洲,圣何塞,167 ms
172.67.39.167,HKG,亚太地区,香港,167 ms
172.64.153.70,HKG,亚太地区,香港,167 ms
104.18.41.62,HKG,亚太地区,香港,167 ms
104.18.117.224,LAX,北美洲,洛杉矶,168 ms
104.22.16.135,HKG,亚太地区,香港,168 ms
172.64.140.35,SJC,北美洲,圣何塞,168 ms
104.19.239.35,SJC,北美洲,圣何塞,168 ms
1.1.1.20,SJC,北美洲,圣何塞,168 ms
104.17.77.52,HKG,亚太地区,香港,168 ms
172.64.197.173,SJC,北美洲,圣何塞,168 ms
1.0.0.146,SJC,北美洲,圣何塞,168 ms
172.64.169.45,SJC,北美洲,圣何塞,168 ms
104.17.17.11,SJC,北美洲,圣何塞,168 ms
104.17.57.74,SJC,北美洲,圣何塞,168 ms
104.18.120.137,LAX,北美洲,洛杉矶,168 ms
1.0.0.224,SJC,北美洲,圣何塞,168 ms
104.17.178.20,SJC,北美洲,圣何塞,168 ms
1.0.0.102,SJC,北美洲,圣何塞,168 ms
104.19.245.230,LAX,北美洲,洛杉矶,168 ms
1.0.0.10,SJC,北美洲,圣何塞,168 ms
172.67.46.94,HKG,亚太地区,香港,168 ms
172.64.161.12,SJC,北美洲,圣何塞,168 ms
104.18.121.172,LAX,北美洲,洛杉矶,168 ms
172.64.171.14,SJC,北美洲,圣何塞,168 ms
104.17.216.152,SJC,北美洲,圣何塞,168 ms
104.16.116.23,LAX,北美洲,洛杉矶,169 ms
104.18.28.166,HKG,亚太地区,香港,169 ms
104.17.56.41,SJC,北美洲,圣何塞,169 ms
172.67.42.4,HKG,亚太地区,香港,169 ms
1.0.0.252,SJC,北美洲,圣何塞,169 ms
1.0.0.209,SJC,北美洲,圣何塞,169 ms
92.53.191.89,SJC,北美洲,圣何塞,169 ms
104.17.108.170,SJC,北美洲,圣何塞,169 ms
104.19.248.207,LAX,北美洲,洛杉矶,169 ms
14.102.229.197,SJC,北美洲,圣何塞,169 ms
104.18.81.120,SJC,北美洲,圣何塞,169 ms
1.0.0.93,SJC,北美洲,圣何塞,169 ms
104.19.247.74,LAX,北美洲,洛杉矶,169 ms
172.64.49.218,SJC,北美洲,圣何塞,169 ms
1.0.0.19,SJC,北美洲,圣何塞,169 ms
104.18.126.146,LAX,北美洲,洛杉矶,169 ms
104.16.215.111,HKG,亚太地区,香港,169 ms
104.19.179.14,SJC,北美洲,圣何塞,169 ms
172.64.168.108,SJC,北美洲,圣何塞,169 ms
104.18.5.83,SJC,北美洲,圣何塞,169 ms
104.17.51.154,SJC,北美洲,圣何塞,169 ms
1.0.0.0,SJC,北美洲,圣何塞,169 ms
104.22.26.31,HKG,亚太地区,香港,169 ms
1.0.0.82,SJC,北美洲,圣何塞,169 ms
104.18.49.107,SJC,北美洲,圣何塞,170 ms
172.64.107.12,SJC,北美洲,圣何塞,170 ms
104.18.27.139,HKG,亚太地区,香港,170 ms
104.19.145.199,SJC,北美洲,圣何塞,170 ms
1.0.0.181,SJC,北美洲,圣何塞,170 ms
104.16.211.252,HKG,亚太地区,香港,170 ms
198.41.207.167,SJC,北美洲,圣何塞,170 ms
104.22.20.122,HKG,亚太地区,香港,170 ms
1.0.0.180,SJC,北美洲,圣何塞,170 ms
104.16.92.185,SJC,北美洲,圣何塞,170 ms
104.19.22.238,SJC,北美洲,圣何塞,170 ms
66.81.247.214,SJC,北美洲,圣何塞,171 ms
172.64.207.99,SJC,北美洲,圣何塞,171 ms
1.0.0.161,SJC,北美洲,圣何塞,171 ms
104.17.139.227,HKG,亚太地区,香港,171 ms
104.17.246.138,SJC,北美洲,圣何塞,171 ms
162.159.152.174,SJC,北美洲,圣何塞,171 ms
104.22.63.25,HKG,亚太地区,香港,171 ms
198.41.215.69,SJC,北美洲,圣何塞,171 ms
1.1.1.207,SJC,北美洲,圣何塞,171 ms
104.18.22.82,HKG,亚太地区,香港,171 ms
185.174.138.22,SJC,北美洲,圣何塞,171 ms
172.67.27.206,HKG,亚太地区,香港,171 ms
1.0.0.210,SJC,北美洲,圣何塞,171 ms
104.16.214.39,HKG,亚太地区,香港,172 ms
104.18.89.0,SJC,北美洲,圣何塞,172 ms
104.18.53.6,SJC,北美洲,圣何塞,172 ms
104.16.119.104,LAX,北美洲,洛杉矶,172 ms
104.16.213.203,HKG,亚太地区,香港,172 ms
172.64.204.19,SJC,北美洲,圣何塞,172 ms
104.18.33.62,HKG,亚太地区,香港,172 ms
172.67.21.17,HKG,亚太地区,香港,172 ms
1.0.0.183,SJC,北美洲,圣何塞,172 ms
1.0.0.66,SJC,北美洲,圣何塞,172 ms
172.64.192.30,SJC,北美洲,圣何塞,172 ms
162.159.251.123,LAX,北美洲,洛杉矶,172 ms
77.74.228.72,SJC,北美洲,圣何塞,172 ms
104.22.22.68,HKG,亚太地区,香港,172 ms
1.0.0.106,SJC,北美洲,圣何塞,172 ms
104.16.219.137,HKG,亚太地区,香港,173 ms
104.19.151.191,SJC,北美洲,圣何塞,173 ms
104.16.32.218,HKG,亚太地区,香港,173 ms
172.67.32.247,HKG,亚太地区,香港,173 ms
172.67.33.212,HKG,亚太地区,香港,173 ms
104.16.40.78,HKG,亚太地区,香港,173 ms
104.22.19.232,HKG,亚太地区,香港,173 ms
172.64.97.229,SJC,北美洲,圣何塞,173 ms
172.64.201.47,SJC,北美洲,圣何塞,173 ms
104.19.41.10,SJC,北美洲,圣何塞,173 ms
188.244.122.114,SJC,北美洲,圣何塞,173 ms
104.18.58.166,SJC,北美洲,圣何塞,173 ms
104.16.123.157,LAX,北美洲,洛杉矶,173 ms
1.0.0.80,SJC,北美洲,圣何塞,173 ms
1.0.0.180,SJC,北美洲,圣何塞,174 ms
104.17.181.172,SJC,北美洲,圣何塞,174 ms
1.0.0.191,SJC,北美洲,圣何塞,174 ms
198.41.218.22,SJC,北美洲,圣何塞,174 ms
104.17.175.26,SJC,北美洲,圣何塞,174 ms
104.19.26.231,SJC,北美洲,圣何塞,174 ms
162.159.254.204,LAX,北美洲,洛杉矶,174 ms
1.0.0.18,SJC,北美洲,圣何塞,174 ms
104.22.50.21,HKG,亚太地区,香港,174 ms
104.16.37.203,HKG,亚太地区,香港,174 ms
1.0.0.184,SJC,北美洲,圣何塞,174 ms
172.64.142.131,SJC,北美洲,圣何塞,174 ms
104.129.166.66,SJC,北美洲,圣何塞,174 ms
104.19.73.88,SJC,北美洲,圣何塞,175 ms
104.18.62.153,SJC,北美洲,圣何塞,175 ms
1.0.0.87,SJC,北美洲,圣何塞,175 ms
1.0.0.179,SJC,北美洲,圣何塞,175 ms
104.18.235.120,SJC,北美洲,圣何塞,175 ms
